student_id,module_id,pacing_score,cohesion_score,energy_score
STU_1043,MOD_06,optimal,clear,moderate
STU_1044,MOD_01,rushed,clear,moderate
STU_1044,MOD_02,rushed,clear,high
STU_1044,MOD_03,optimal,confused,high
STU_1044,MOD_04,rushed,confused,moderate
STU_1044,MOD_05,optimal,clear,high
STU_1044,MOD_06,rushed,clear,moderate
STU_1045,MOD_01,optimal,clear,high
STU_1045,MOD_02,rushed,clear,high
STU_1045,MOD_03,slow,clear,high
STU_1045,MOD_04,rushed,fragmented,moderate
STU_1045,MOD_05,optimal,clear,depleted
STU_1045,MOD_06,optimal,confused,high
STU_1046,MOD_01,rushed,clear,high
STU_1046,MOD_02,rushed,clear,high
STU_1046,MOD_03,optimal,clear,high
STU_1046,MOD_04,optimal,clear,high
STU_1046,MOD_05,optimal,fragmented,high
STU_1046,MOD_06,optimal,clear,moderate
STU_1047,MOD_01,rushed,clear,moderate
STU_1047,MOD_02,rushed,clear,high
STU_1047,MOD_03,optimal,clear,high
STU_1047,MOD_04,optimal,clear,moderate
STU_1047,MOD_05,optimal,clear,high
STU_1047,MOD_06,optimal,confused,moderate
STU_1048,MOD_01,optimal,clear,high
STU_1048,MOD_02,optimal,clear,high
STU_1048,MOD_03,rushed,clear,high
STU_1048,MOD_04,optimal,clear,depleted
STU_1048,MOD_05,optimal,clear,high
STU_1048,MOD_06,optimal,clear,high
STU_1049,MOD_01,optimal,clear,high
STU_1049,MOD_02,optimal,confused,moderate
STU_1049,MOD_03,rushed,confused,high
STU_1049,MOD_04,optimal,confused,moderate
STU_1049,MOD_05,rushed,clear,moderate
STU_1049,MOD_06,optimal,clear,high
STU_1050,MOD_01,slow,clear,high
STU_1050,MOD_02,optimal,clear,moderate
STU_1050,MOD_03,rushed,clear,high
STU_1050,MOD_04,rushed,confused,depleted
STU_1050,MOD_05,optimal,clear,high
STU_1050,MOD_06,optimal,confused,moderate
STU_1051,MOD_01,optimal,clear,moderate
STU_1051,MOD_02,optimal,clear,high
STU_1051,MOD_03,rushed,clear,moderate
STU_1051,MOD_04,rushed,confused,high
STU_1051,MOD_05,optimal,clear,high
STU_1051,MOD_06,optimal,clear,moderate
STU_1052,MOD_01,optimal,confused,moderate
STU_1052,MOD_02,optimal,clear,high
STU_1052,MOD_03,optimal,clear,high
STU_1052,MOD_04,optimal,clear,moderate
STU_1052,MOD_05,rushed,clear,moderate
STU_1052,MOD_06,optimal,clear,moderate
STU_1053,MOD_01,optimal,clear,moderate
STU_1053,MOD_02,optimal,clear,high
STU_1053,MOD_03,rushed,confused,high
STU_1053,MOD_04,slow,clear,high
STU_1053,MOD_05,optimal,confused,moderate
STU_1053,MOD_06,optimal,clear,moderate
STU_1054,MOD_01,optimal,clear,high
STU_1054,MOD_02,slow,confused,high
STU_1054,MOD_03,optimal,confused,high
STU_1054,MOD_04,rushed,fragmented,high
STU_1054,MOD_05,optimal,clear,depleted
STU_1054,MOD_06,slow,confused,moderate
STU_1055,MOD_01,optimal,clear,moderate
STU_1055,MOD_02,rushed,clear,high
STU_1055,MOD_03,rushed,clear,moderate
STU_1055,MOD_04,rushed,confused,high
STU_1055,MOD_05,optimal,clear,depleted
STU_1055,MOD_06,optimal,clear,depleted
STU_1056,MOD_01,optimal,clear,moderate
STU_1056,MOD_02,rushed,confused,high
STU_1056,MOD_03,optimal,clear,depleted
STU_1056,MOD_04,rushed,confused,moderate
STU_1056,MOD_05,optimal,confused,depleted
STU_1056,MOD_06,slow,clear,moderate
STU_1057,MOD_01,optimal,clear,high
STU_1057,MOD_02,optimal,clear,high
STU_1057,MOD_03,rushed,clear,high
STU_1057,MOD_04,slow,clear,high
STU_1057,MOD_05,optimal,clear,depleted
STU_1057,MOD_06,optimal,clear,moderate
STU_1058,MOD_01,optimal,clear,high
STU_1058,MOD_02,rushed,fragmented,high
STU_1058,MOD_03,optimal,clear,high
STU_1058,MOD_04,rushed,clear,high
STU_1058,MOD_05,optimal,clear,depleted
STU_1058,MOD_06,optimal,clear,depleted
STU_1059,MOD_01,optimal,fragmented,high
STU_1059,MOD_02,optimal,clear,moderate
STU_1059,MOD_03,rushed,confused,high
STU_1059,MOD_04,rushed,clear,moderate
STU_1059,MOD_05,optimal,clear,depleted
STU_1059,MOD_06,optimal,clear,depleted
STU_1060,MOD_01,optimal,confused,moderate
STU_1060,MOD_02,optimal,clear,high
STU_1060,MOD_03,rushed,clear,moderate
STU_1060,MOD_04,rushed,clear,high
STU_1060,MOD_05,optimal,clear,depleted
STU_1060,MOD_06,optimal,clear,moderate
STU_1061,MOD_01,optimal,clear,high
STU_1061,MOD_02,optimal,confused,moderate
STU_1061,MOD_03,optimal,confused,moderate
STU_1061,MOD_04,optimal,confused,moderate
STU_1061,MOD_05,optimal,confused,depleted
STU_1061,MOD_06,rushed,confused,depleted
STU_1062,MOD_01,optimal,clear,high
STU_1062,MOD_02,optimal,clear,moderate
STU_1062,MOD_03,optimal,clear,high
STU_1062,MOD_04,rushed,confused,depleted
STU_1062,MOD_05,optimal,clear,moderate
STU_1062,MOD_06,optimal,clear,high
STU_1063,MOD_01,optimal,fragmented,high
STU_1063,MOD_02,optimal,confused,high
STU_1063,MOD_03,optimal,clear,high
STU_1063,MOD_04,rushed,confused,high
STU_1063,MOD_05,optimal,clear,moderate
STU_1063,MOD_06,rushed,confused,depleted
STU_1064,MOD_01,optimal,clear,moderate
STU_1064,MOD_02,rushed,clear,high
STU_1064,MOD_03,rushed,clear,moderate
STU_1064,MOD_04,rushed,clear,depleted
STU_1064,MOD_05,optimal,clear,high
STU_1064,MOD_06,optimal,clear,high
STU_1065,MOD_01,optimal,clear,high
STU_1065,MOD_02,slow,clear,high
STU_1065,MOD_03,optimal,clear,high
STU_1065,MOD_04,rushed,clear,depleted
STU_1065,MOD_05,optimal,confused,high
STU_1065,MOD_06,optimal,clear,moderate
STU_1066,MOD_01,optimal,clear,depleted
STU_1066,MOD_02,rushed,confused,moderate
STU_1066,MOD_03,optimal,confused,moderate
STU_1066,MOD_04,optimal,clear,high
STU_1066,MOD_05,optimal,confused,moderate
STU_1066,MOD_06,optimal,clear,high
STU_1067,MOD_01,optimal,clear,high
STU_1067,MOD_02,rushed,clear,high
STU_1067,MOD_03,optimal,clear,high
STU_1067,MOD_04,rushed,clear,high
STU_1067,MOD_05,optimal,confused,high
STU_1067,MOD_06,optimal,confused,moderate
STU_1068,MOD_01,optimal,clear,high
STU_1068,MOD_02,slow,clear,high
STU_1068,MOD_03,optimal,clear,high
STU_1068,MOD_04,rushed,clear,moderate
STU_1068,MOD_05,rushed,clear,high
STU_1068,MOD_06,rushed,clear,high
STU_1069,MOD_01,optimal,confused,high
STU_1069,MOD_02,rushed,clear,high
STU_1069,MOD_03,optimal,clear,moderate
STU_1069,MOD_04,rushed,clear,moderate
STU_1069,MOD_05,optimal,confused,moderate
STU_1069,MOD_06,optimal,confused,high
STU_1070,MOD_01,optimal,confused,high
STU_1070,MOD_02,optimal,clear,moderate
STU_1070,MOD_03,rushed,clear,high
STU_1070,MOD_04,rushed,confused,high
STU_1070,MOD_05,slow,clear,high
STU_1070,MOD_06,optimal,clear,moderate
STU_1071,MOD_01,optimal,clear,depleted
STU_1071,MOD_02,slow,clear,high
STU_1071,MOD_03,optimal,clear,high
STU_1071,MOD_04,rushed,clear,depleted
STU_1071,MOD_05,optimal,confused,moderate
STU_1071,MOD_06,optimal,clear,depleted
STU_1072,MOD_01,optimal,clear,high
STU_1072,MOD_02,optimal,clear,moderate
STU_1072,MOD_03,optimal,clear,high
STU_1072,MOD_04,optimal,fragmented,high
STU_1072,MOD_05,optimal,confused,moderate
STU_1072,MOD_06,rushed,clear,depleted
STU_1073,MOD_01,optimal,fragmented,high
STU_1073,MOD_02,optimal,clear,high
STU_1073,MOD_03,optimal,clear,high
STU_1073,MOD_04,rushed,clear,high
STU_1073,MOD_05,optimal,fragmented,high
STU_1073,MOD_06,optimal,clear,moderate
STU_1074,MOD_01,slow,clear,high
STU_1074,MOD_02,rushed,clear,high
STU_1074,MOD_03,rushed,confused,high
STU_1074,MOD_04,rushed,confused,moderate
STU_1074,MOD_05,rushed,clear,high
STU_1074,MOD_06,optimal,clear,moderate
STU_1075,MOD_01,optimal,clear,moderate
STU_1075,MOD_02,optimal,clear,high
STU_1075,MOD_03,rushed,clear,moderate
STU_1075,MOD_04,rushed,clear,moderate
STU_1075,MOD_05,optimal,clear,moderate
STU_1075,MOD_06,rushed,clear,depleted
STU_1076,MOD_01,rushed,fragmented,high
STU_1076,MOD_02,optimal,clear,high
STU_1076,MOD_03,rushed,clear,high
STU_1076,MOD_04,rushed,clear,depleted
STU_1076,MOD_05,optimal,confused,depleted
STU_1076,MOD_06,rushed,clear,moderate
STU_1077,MOD_01,rushed,clear,moderate
STU_1077,MOD_02,optimal,clear,high
STU_1077,MOD_03,rushed,confused,high
STU_1077,MOD_04,rushed,fragmented,moderate
STU_1077,MOD_05,optimal,clear,moderate
STU_1077,MOD_06,optimal,clear,high
STU_1078,MOD_01,slow,clear,depleted
STU_1078,MOD_02,optimal,confused,moderate
STU_1078,MOD_03,optimal,clear,moderate
STU_1078,MOD_04,rushed,clear,moderate
STU_1078,MOD_05,optimal,confused,moderate
STU_1078,MOD_06,optimal,confused,high
STU_1079,MOD_01,rushed,clear,high
STU_1079,MOD_02,optimal,clear,high
STU_1079,MOD_03,rushed,clear,high
STU_1079,MOD_04,rushed,clear,moderate
STU_1079,MOD_05,optimal,confused,moderate
STU_1079,MOD_06,optimal,confused,moderate
STU_1080,MOD_01,rushed,clear,high
STU_1080,MOD_02,optimal,clear,high
STU_1080,MOD_03,optimal,clear,moderate
STU_1080,MOD_04,optimal,fragmented,high
STU_1080,MOD_05,rushed,clear,moderate
STU_1080,MOD_06,optimal,clear,depleted
STU_1081,MOD_01,optimal,clear,high
STU_1081,MOD_02,optimal,clear,high
STU_1081,MOD_03,rushed,confused,high
STU_1081,MOD_04,rushed,confused,moderate
STU_1081,MOD_05,optimal,clear,high
STU_1081,MOD_06,rushed,clear,high
STU_1082,MOD_01,optimal,clear,high
STU_1082,MOD_02,optimal,fragmented,high
STU_1082,MOD_03,optimal,clear,high
STU_1082,MOD_04,optimal,fragmented,moderate
STU_1082,MOD_05,optimal,confused,high
STU_1082,MOD_06,optimal,clear,moderate
STU_1083,MOD_01,optimal,clear,high
STU_1083,MOD_02,optimal,clear,moderate
STU_1083,MOD_03,rushed,clear,high
STU_1083,MOD_04,rushed,clear,moderate
STU_1083,MOD_05,rushed,confused,depleted
STU_1083,MOD_06,optimal,clear,high
STU_1084,MOD_01,optimal,clear,high
STU_1084,MOD_02,optimal,clear,high
STU_1084,MOD_03,slow,clear,moderate
STU_1084,MOD_04,rushed,clear,moderate
STU_1084,MOD_05,optimal,fragmented,high
STU_1084,MOD_06,rushed,clear,moderate
STU_1085,MOD_01,rushed,clear,moderate
STU_1085,MOD_02,rushed,clear,high
STU_1085,MOD_03,rushed,clear,high
STU_1085,MOD_04,rushed,confused,high
STU_1085,MOD_05,optimal,confused,moderate
STU_1085,MOD_06,optimal,clear,high
STU_1086,MOD_01,slow,clear,high
STU_1086,MOD_02,optimal,clear,high
STU_1086,MOD_03,optimal,fragmented,high
STU_1086,MOD_04,optimal,clear,moderate
STU_1086,MOD_05,rushed,clear,moderate
STU_1086,MOD_06,optimal,clear,moderate
STU_1087,MOD_01,optimal,clear,high
STU_1087,MOD_02,slow,confused,high
STU_1087,MOD_03,optimal,clear,high
STU_1087,MOD_04,rushed,confused,high
STU_1087,MOD_05,optimal,confused,depleted
STU_1087,MOD_06,rushed,clear,moderate
STU_1088,MOD_01,rushed,confused,high
STU_1088,MOD_02,optimal,clear,high
STU_1088,MOD_03,optimal,clear,moderate
STU_1088,MOD_04,optimal,fragmented,depleted
STU_1088,MOD_05,optimal,fragmented,high
STU_1088,MOD_06,optimal,clear,depleted
STU_1089,MOD_01,optimal,clear,high
STU_1089,MOD_02,rushed,clear,high
STU_1089,MOD_03,optimal,clear,depleted
STU_1089,MOD_04,rushed,confused,high
STU_1089,MOD_05,optimal,fragmented,moderate
STU_1089,MOD_06,optimal,clear,high
STU_1090,MOD_01,optimal,clear,high
STU_1090,MOD_02,rushed,clear,high
STU_1090,MOD_03,slow,clear,depleted
STU_1090,MOD_04,rushed,clear,moderate
STU_1090,MOD_05,optimal,clear,moderate
STU_1090,MOD_06,optimal,clear,moderate
STU_1091,MOD_01,rushed,clear,high
STU_1091,MOD_02,rushed,fragmented,high
STU_1091,MOD_03,optimal,fragmented,high
STU_1091,MOD_04,rushed,clear,high
STU_1091,MOD_05,rushed,confused,high
STU_1091,MOD_06,optimal,fragmented,moderate
STU_1092,MOD_01,optimal,clear,high
STU_1092,MOD_02,optimal,clear,moderate
STU_1092,MOD_03,rushed,clear,high
STU_1092,MOD_04,rushed,confused,moderate
STU_1092,MOD_05,optimal,clear,moderate
STU_1092,MOD_06,optimal,clear,high
STU_1093,MOD_01,rushed,clear,high
STU_1093,MOD_02,rushed,clear,depleted
STU_1093,MOD_03,optimal,fragmented,high
STU_1093,MOD_04,rushed,clear,moderate
STU_1093,MOD_05,optimal,clear,moderate
STU_1093,MOD_06,rushed,clear,moderate
STU_1094,MOD_01,optimal,clear,high
STU_1094,MOD_02,optimal,confused,depleted
STU_1094,MOD_03,optimal,clear,moderate
STU_1094,MOD_04,rushed,clear,moderate
STU_1094,MOD_05,rushed,fragmented,moderate
STU_1094,MOD_06,optimal,clear,depleted
STU_1095,MOD_01,optimal,clear,high
STU_1095,MOD_02,rushed,clear,high
STU_1095,MOD_03,optimal,clear,high
STU_1095,MOD_04,optimal,clear,high
STU_1095,MOD_05,rushed,fragmented,moderate
STU_1095,MOD_06,optimal,clear,high
STU_1096,MOD_01,optimal,clear,high
STU_1096,MOD_02,rushed,clear,moderate
STU_1096,MOD_03,rushed,clear,high
STU_1096,MOD_04,slow,clear,moderate
STU_1096,MOD_05,optimal,clear,high
STU_1096,MOD_06,rushed,clear,moderate
STU_1097,MOD_01,optimal,clear,depleted
STU_1097,MOD_02,optimal,clear,depleted
STU_1097,MOD_03,optimal,clear,moderate
STU_1097,MOD_04,optimal,confused,high
STU_1097,MOD_05,optimal,fragmented,high
STU_1097,MOD_06,optimal,clear,moderate
STU_1098,MOD_01,optimal,clear,high
STU_1098,MOD_02,rushed,confused,high
STU_1098,MOD_03,rushed,confused,moderate
STU_1098,MOD_04,optimal,fragmented,high
STU_1098,MOD_05,optimal,clear,moderate
STU_1098,MOD_06,optimal,clear,moderate
STU_1099,MOD_01,optimal,fragmented,moderate
STU_1099,MOD_02,rushed,clear,high
STU_1099,MOD_03,optimal,confused,high
STU_1099,MOD_04,optimal,confused,moderate
STU_1099,MOD_05,optimal,clear,moderate
STU_1099,MOD_06,optimal,clear,moderate
STU_1100,MOD_01,optimal,clear,high
STU_1100,MOD_02,optimal,clear,high
STU_1100,MOD_03,optimal,fragmented,high
STU_1100,MOD_04,rushed,confused,high
STU_1100,MOD_05,optimal,confused,moderate
STU_1100,MOD_06,rushed,clear,depleted
STU_1101,MOD_01,rushed,clear,high
STU_1101,MOD_02,optimal,clear,depleted
STU_1101,MOD_03,rushed,clear,high
STU_1101,MOD_04,rushed,confused,depleted
STU_1101,MOD_05,optimal,clear,moderate
STU_1101,MOD_06,optimal,clear,high
STU_1102,MOD_01,optimal,clear,high
STU_1102,MOD_02,optimal,clear,high
STU_1102,MOD_03,optimal,clear,high
STU_1102,MOD_04,rushed,clear,moderate
STU_1102,MOD_05,optimal,confused,moderate
STU_1102,MOD_06,optimal,clear,moderate
STU_1103,MOD_01,rushed,clear,high
STU_1103,MOD_02,optimal,clear,moderate
STU_1103,MOD_03,optimal,clear,high
STU_1103,MOD_04,rushed,clear,high
STU_1103,MOD_05,optimal,clear,moderate
STU_1103,MOD_06,slow,confused,moderate
STU_1104,MOD_01,optimal,clear,high
STU_1104,MOD_02,optimal,confused,high
STU_1104,MOD_03,optimal,clear,high
STU_1104,MOD_04,rushed,clear,high
STU_1104,MOD_05,rushed,confused,high
STU_1104,MOD_06,optimal,clear,depleted
STU_1105,MOD_01,optimal,confused,moderate
STU_1105,MOD_02,rushed,confused,high
STU_1105,MOD_03,optimal,clear,high
STU_1105,MOD_04,optimal,clear,moderate
STU_1105,MOD_05,optimal,confused,high
STU_1105,MOD_06,optimal,clear,moderate
STU_1106,MOD_01,slow,clear,high
STU_1106,MOD_02,optimal,clear,high
STU_1106,MOD_03,optimal,clear,high
